86665,"5.015882","4.004557",1,1,0,False
86665,"5.013697","4.006241",1,1,0,False
86665,"5.009991","4.002022",1,1,0,False
86665,"5.021259","4.014732",1,1,0,False
86665,"5.019543","4.012344",1,1,0,False
86665,"5.006337","4.001838",1,1,0,False
86665,"5.006046","4.004879",1,1,0,False
86665,"5.010572","4.007551",1,1,0,False
86665,"5.010508","4.009314",1,1,0,False
86665,"5.014582","4.009687",1,1,0,False
86665,"5.006541","4.005888",1,1,0,False
86665,"5.005619","4.002921",1,1,0,False
86665,"5.012541","4.010365",1,1,0,False
86665,"5.015318","4.012358",1,1,0,False
86665,"5.018613","4.010957",1,1,0,False
86665,"5.012926","4.007618",1,1,0,False
86665,"5.013975","4.011327",1,1,0,False
86665,"5.011477","4.008146",1,1,0,False
86665,"5.010466","4.00968",1,1,0,False
86665,"5.008285","4.005711",1,1,0,False
86665,"5.013787","4.007673",1,1,0,False
86665,"5.014323","4.007035",1,1,0,False
86665,"5.020998","4.015363",1,1,0,False
86665,"5.008646","4.003797",1,1,0,False
86665,"5.020054","4.015473",1,1,0,False
86665,"5.013634","4.008521",1,1,0,False
86665,"5.005059","4.004596",1,1,0,False
86665,"5.006686","4.00654",1,1,0,False
86665,"5.012571","4.00519",1,1,0,False
86665,"5.008877","4.008484",1,1,0,False
86665,"5.007166","4.002544",1,1,0,False
86665,"5.01046","4.009876",1,1,0,False
86665,"5.011414","4.008171",1,1,0,False
86665,"5.016663","4.008797",1,1,0,False
86665,"5.01837","4.012015",1,1,0,False
86665,"5.011394","4.003522",1,1,0,False
86665,"5.011053","4.004609",1,1,0,False
86665,"5.011244","4.010187",1,1,0,False
86665,"5.007881","4.004429",1,1,0,False
86665,"5.016159","4.012342",1,1,0,False
86665,"5.014994","4.009672",1,1,0,False
